temperature,solar_irradiance,cloud_cover,humidity,wind_speed,rainfall,dust_level,hour,month,solar_power,wind_power,total_power
34.12,244.6,20.21,64.63,4.51,0.0,1.86,17,4,711.98,0.0,711.98
32.25,11.9,29.55,72.25,4.18,0.0,1.85,18,4,2.03,3.89,5.92
31.79,0.0,45.55,61.82,3.68,0.0,1.05,19,4,8.36,2.07,10.43
27.99,0.0,28.79,73.18,2.46,0.0,2.88,20,4,0.0,18.13,18.13
27.11,0.0,19.63,57.03,1.16,0.0,3.26,21,4,0.0,1.57,1.57
28.06,0.0,6.91,59.56,3.45,0.0,2.0,22,4,0.0,27.27,27.27
24.53,0.0,32.69,81.61,1.45,0.0,1.06,23,4,27.27,23.33,50.6
25.72,0.0,16.76,66.15,6.92,0.0,0.6,0,4,26.44,184.9,211.34
22.18,0.0,57.04,68.19,5.98,0.0,0.96,1,4,0.0,94.43,94.43
25.0,0.0,19.43,66.71,4.43,0.0,0.7,2,4,0.0,22.74,22.74
21.71,0.0,4.56,67.25,3.49,0.0,2.36,3,4,0.0,0.0,0.0
24.56,0.0,15.93,68.17,3.5,0.0,0.0,4,4,26.34,0.0,26.34
25.17,0.0,11.98,60.41,3.56,0.0,1.65,5,4,25.22,1.3,26.52
23.98,28.07,20.66,65.68,5.26,0.0,1.29,6,4,47.2,47.06,94.26
26.93,247.09,17.09,67.31,1.65,0.0,2.84,7,4,658.23,0.0,658.23
27.66,502.19,25.04,78.39,3.92,0.0,2.16,8,4,1486.8,0.31,1487.12
27.75,683.54,13.6,65.34,5.82,0.0,0.81,9,4,2022.86,90.88,2113.74
28.34,813.03,16.97,51.19,3.8,0.0,1.46,10,4,2359.07,4.04,2363.11
28.12,722.35,48.59,73.31,0.53,0.0,2.5,11,4,2044.56,0.0,2044.56
32.62,803.88,43.88,66.3,2.38,0.0,1.65,12,4,2266.34,24.34,2290.68
30.54,805.13,36.16,55.99,4.73,0.0,0.0,13,4,2362.19,70.63,2432.82
33.53,744.89,21.54,65.07,7.42,0.0,1.55,14,4,2139.65,293.31,2432.96
33.17,616.95,28.5,58.15,6.74,0.0,0.0,15,4,1772.96,177.67,1950.63
34.41,439.1,11.46,69.26,5.92,0.0,1.46,16,4,1267.12,87.11,1354.23
32.44,260.03,13.01,79.18,7.79,0.0,3.04,17,4,703.23,344.5,1047.73
31.6,0.0,17.31,64.26,2.58,0.0,1.87,18,4,0.0,0.0,0.0
32.16,0.0,54.85,66.55,0.5,0.0,1.73,19,4,0.0,0.0,0.0
30.36,0.0,11.34,75.39,2.98,0.0,0.75,20,4,18.3,5.02,23.32
29.03,0.0,31.91,71.85,4.17,0.0,1.57,21,4,22.82,19.8,42.62
27.97,0.0,43.49,69.07,2.78,0.0,1.12,22,4,0.0,26.17,26.17
23.76,0.0,64.72,69.62,0.96,0.0,2.41,23,4,37.5,9.09,46.6
26.26,0.0,59.75,58.41,3.79,0.0,1.46,0,4,0.0,0.0,0.0
25.25,0.0,43.53,66.48,2.12,0.0,2.12,1,4,9.48,0.0,9.48
22.31,0.0,23.78,70.34,5.13,0.0,1.62,2,4,0.0,46.06,46.06
23.3,0.0,25.5,71.21,1.38,0.0,1.81,3,4,8.07,0.0,8.07
23.78,0.0,8.92,55.81,8.02,0.0,1.38,4,4,0.0,413.57,413.57
24.13,0.0,8.04,67.16,6.51,0.0,1.35,5,4,0.0,161.03,161.03
25.63,0.0,21.76,66.17,6.47,0.0,1.72,6,4,21.43,133.58,155.01
28.31,199.68,40.59,53.88,5.62,0.0,1.14,7,4,598.77,67.5,666.27
28.99,406.94,41.02,67.46,4.51,0.0,3.16,8,4,1160.96,7.82,1168.78
26.7,584.06,44.3,74.38,1.05,0.0,0.0,9,4,1687.48,26.71,1714.19
30.89,717.21,36.99,61.9,4.69,0.0,2.57,10,4,2018.65,12.98,2031.63
33.16,905.98,21.21,49.28,5.27,0.0,3.39,11,4,2529.4,31.0,2560.4
32.78,942.72,24.07,58.84,1.68,0.0,1.32,12,4,2673.18,0.0,2673.18
34.63,868.73,27.64,63.31,4.4,0.0,1.51,13,4,2488.59,0.0,2488.59
36.51,864.53,8.67,60.77,3.63,0.0,0.83,14,4,2467.33,0.0,2467.33
35.2,675.16,9.2,56.39,3.6,0.0,2.84,15,4,1849.43,10.37,1859.81
33.87,407.27,41.42,61.64,2.12,0.0,2.55,16,4,1125.87,1.05,1126.92
34.56,255.55,14.13,52.45,5.22,0.0,0.66,17,4,678.54,81.15,759.68
32.42,35.53,14.3,66.06,7.24,0.0,0.34,18,4,103.53,282.57,386.1
31.2,0.0,34.56,58.29,5.6,0.0,1.46,19,4,0.0,73.17,73.17
29.43,0.0,8.55,57.57,3.05,0.0,2.43,20,4,0.0,12.73,12.73
31.01,0.0,19.55,69.4,9.16,0.0,2.34,21,4,37.91,687.36,725.27
26.14,0.0,43.46,68.7,3.03,0.0,1.72,22,4,0.0,15.84,15.84
28.46,0.0,32.54,65.5,2.33,0.0,2.07,23,4,49.83,0.43,50.26
25.98,0.0,6.6,72.09,8.35,0.0,1.84,0,4,0.0,461.78,461.78
22.34,0.0,24.77,71.65,5.62,0.0,1.27,1,4,0.0,61.46,61.46
24.49,0.0,5.2,62.16,5.39,0.0,1.94,2,4,10.74,53.72,64.46
20.62,0.0,7.24,72.46,1.28,0.0,0.97,3,4,16.96,0.68,17.64
24.87,0.0,4.37,57.23,2.08,0.0,2.9,4,4,53.05,15.56,68.61
25.76,0.0,33.67,77.46,0.62,0.0,1.33,5,4,0.0,0.7,0.7
24.34,42.84,13.72,60.92,5.51,0.0,1.36,6,4,121.51,46.09,167.6
26.45,240.47,15.34,82.81,2.57,0.0,0.0,7,4,749.54,21.78,771.33
30.4,460.58,15.14,56.2,1.69,0.0,1.33,8,4,1316.72,1.39,1318.12
28.01,672.51,10.96,70.32,2.02,0.0,1.89,9,4,1945.38,14.48,1959.86
28.47,826.15,17.83,79.86,4.56,0.0,0.2,10,4,2393.03,0.0,2393.03
33.49,898.61,19.69,60.9,3.39,0.0,2.94,11,4,2518.2,0.0,2518.2
35.25,585.57,64.37,54.13,7.58,0.0,0.75,12,4,1741.96,265.46,2007.42
33.1,689.68,53.91,59.54,3.04,0.0,1.9,13,4,1925.42,0.0,1925.42
35.11,671.26,41.6,49.94,6.03,0.0,2.71,14,4,1925.17,115.19,2040.37
35.78,644.83,27.67,39.86,4.0,0.0,0.02,15,4,1879.71,11.12,1890.83
32.48,481.77,19.53,64.79,4.97,0.0,0.64,16,4,1413.83,38.11,1451.94
32.37,170.25,56.59,43.95,1.93,0.0,2.06,17,4,486.23,24.27,510.5
34.15,5.71,30.74,47.08,5.29,0.0,2.41,18,4,19.46,56.15,75.61
33.79,0.0,28.18,58.91,1.35,0.0,0.0,19,4,13.32,0.31,13.63
30.9,0.0,32.88,56.64,4.88,0.0,2.0,20,4,7.08,10.08,17.16
27.45,0.0,50.38,69.99,3.56,0.0,1.06,21,4,0.0,18.2,18.2
30.45,0.0,27.19,75.25,2.29,0.0,1.91,22,4,6.72,35.78,42.5
25.47,0.0,8.38,66.39,3.64,0.0,1.76,23,4,46.73,0.0,46.73
24.83,0.0,3.32,64.34,6.26,0.0,2.76,0,4,16.39,127.99,144.37
25.05,0.0,11.88,83.09,1.84,0.0,1.21,1,4,0.0,0.0,0.0
26.37,0.0,30.93,72.83,1.94,0.0,3.64,2,4,0.0,0.0,0.0
25.15,0.0,15.25,76.21,3.93,0.0,2.67,3,4,32.58,0.0,32.58
24.66,0.0,36.91,76.17,4.46,0.0,1.48,4,4,11.73,9.11,20.83
25.23,0.0,42.75,66.75,3.32,0.0,1.08,5,4,32.12,0.0,32.12
25.4,0.0,33.07,65.52,2.5,0.0,2.65,6,4,13.48,0.0,13.48
27.2,258.85,10.48,58.75,1.19,0.0,1.94,7,4,777.97,0.56,778.53
23.78,503.08,13.64,76.28,1.02,0.0,2.81,8,4,1461.93,0.0,1461.93
28.42,494.74,59.86,67.98,0.92,0.0,2.21,9,4,1422.43,11.21,1433.64
30.52,559.3,58.63,67.54,6.85,0.0,0.0,10,4,1659.29,179.73,1839.02
29.64,600.32,59.83,48.46,1.69,0.0,1.51,11,4,1666.29,0.0,1666.29
32.98,780.69,44.88,66.87,2.66,0.0,1.95,12,4,2183.05,33.86,2216.91
32.89,608.05,58.24,55.86,9.29,0.0,0.11,13,4,1785.57,721.85,2507.42
36.33,855.24,8.58,38.61,7.29,0.0,2.87,14,4,2302.33,241.04,2543.37
36.23,678.67,15.67,45.14,0.94,0.0,1.51,15,4,1928.76,0.0,1928.76
33.0,411.35,37.46,55.39,4.03,0.0,0.56,16,4,1187.69,0.0,1187.69
32.97,287.9,10.62,53.7,4.51,0.0,1.26,17,4,795.57,3.95,799.52
32.29,1.54,26.84,60.35,1.06,0.0,1.46,18,4,7.28,0.0,7.28
30.69,0.0,14.98,65.84,5.14,0.0,2.22,19,4,0.0,59.83,59.83
30.45,0.0,55.54,61.54,9.45,0.0,2.83,20,4,19.38,737.29,756.67
27.73,0.0,26.59,61.94,3.37,0.0,0.27,21,4,34.32,0.0,34.32
25.88,0.0,16.93,69.08,3.48,0.0,2.42,22,4,0.0,24.26,24.26
27.3,0.0,58.71,67.49,4.67,0.0,0.74,23,4,41.69,10.12,51.82
26.38,0.0,14.13,77.5,5.2,0.0,2.24,0,4,20.63,49.46,70.09
23.43,0.0,28.11,66.0,5.62,0.0,0.42,1,4,16.85,81.06,97.91
25.48,0.0,47.73,67.53,1.28,0.0,2.94,2,4,15.3,0.0,15.3
23.02,0.0,10.91,84.56,5.71,0.0,2.67,3,4,0.0,105.4,105.4
24.52,0.0,23.51,59.82,6.36,0.0,2.59,4,4,2.61,94.58,97.2
25.87,0.0,9.76,65.04,0.97,0.0,2.65,5,4,4.93,0.0,4.93
25.38,13.13,33.76,61.23,0.9,0.0,1.65,6,4,40.34,0.0,40.34
27.15,197.06,46.03,56.39,4.03,0.0,2.21,7,4,556.07,5.68,561.75
26.9,460.85,20.67,68.52,3.73,0.0,1.7,8,4,1328.87,21.4,1350.27
28.67,621.55,27.27,75.24,8.91,0.0,3.88,9,4,1687.82,626.92,2314.74
29.95,654.53,44.59,79.84,2.66,0.0,3.8,10,4,1784.86,0.0,1784.86
30.35,915.1,16.9,62.25,4.25,0.0,1.24,11,4,2625.58,23.65,2649.23
32.24,971.74,14.15,64.35,3.78,0.0,4.25,12,4,2617.21,25.69,2642.9
30.97,845.28,31.49,66.16,3.94,0.0,3.05,13,4,2371.67,27.38,2399.05
33.06,761.88,29.2,57.68,4.67,0.0,3.88,14,4,2118.52,27.75,2146.27
33.54,673.11,17.96,69.0,3.95,0.0,0.64,15,4,1919.42,1.67,1921.09
33.41,370.12,44.37,57.59,0.5,0.0,0.76,16,4,1090.26,0.0,1090.26
32.93,240.28,28.72,68.17,6.13,0.0,3.28,17,4,696.99,150.64,847.64
32.41,0.0,39.13,57.26,2.13,0.0,0.33,18,4,0.0,0.0,0.0
32.19,0.0,42.69,51.15,2.31,0.0,1.73,19,4,0.02,0.0,0.02
31.57,0.0,20.34,52.39,4.6,0.0,2.73,20,4,0.0,15.99,15.99
27.99,0.0,27.09,52.46,3.63,0.0,2.84,21,4,0.0,18.57,18.57
25.87,0.0,26.54,78.07,4.16,0.0,2.58,22,4,11.03,15.64,26.67
24.9,0.0,19.29,79.33,3.73,0.0,2.9,23,4,0.0,22.66,22.66
24.8,0.0,22.36,63.53,3.31,0.0,0.7,0,4,0.0,0.0,0.0
24.21,0.0,45.2,61.41,3.66,0.0,1.5,1,4,3.9,0.0,3.9
23.08,0.0,26.98,65.09,1.75,0.0,3.02,2,4,0.0,13.34,13.34
22.12,0.0,15.87,73.88,8.4,0.0,2.15,3,4,0.0,482.95,482.95
23.55,0.0,8.85,63.25,4.16,0.0,1.18,4,4,9.03,0.0,9.03
25.01,0.0,9.68,73.39,2.62,0.0,2.98,5,4,30.63,20.27,50.9
26.42,8.75,9.11,64.86,5.03,0.0,1.5,6,4,24.53,48.78,73.3
25.73,165.04,57.33,76.79,6.55,0.0,1.94,7,4,493.18,135.2,628.37
27.15,402.58,39.34,71.81,2.67,0.0,2.06,8,4,1157.17,0.0,1157.17
27.68,605.31,27.2,56.81,2.82,0.0,2.0,9,4,1731.07,0.0,1731.07
30.31,599.39,55.57,52.54,3.42,0.0,2.74,10,4,1701.36,10.19,1711.55
30.29,834.22,33.69,64.31,2.23,0.0,2.5,11,4,2334.81,0.0,2334.81
33.46,939.92,7.35,57.39,5.8,0.0,0.8,12,4,2684.81,71.26,2756.07
30.72,938.86,10.97,72.33,4.22,0.0,1.8,13,4,2631.42,16.87,2648.29
33.36,830.15,22.75,62.09,1.09,0.0,1.69,14,4,2302.18,22.16,2324.34
34.52,661.97,20.2,53.92,10.76,0.0,0.42,15,4,1905.0,1314.42,3219.42
34.17,449.0,29.75,71.45,4.16,0.0,2.67,16,4,1271.54,13.33,1284.88
37.44,226.83,42.17,50.65,6.68,0.0,4.15,17,4,602.24,156.76,759.0
33.13,11.37,17.77,48.54,3.76,0.0,3.54,18,4,34.39,0.0,34.39
30.06,0.0,72.18,61.28,4.21,0.0,2.85,19,4,33.33,21.54,54.87
30.22,0.0,33.93,56.29,3.5,0.0,0.29,20,4,7.69,3.75,11.44
26.4,0.0,35.57,75.22,3.34,0.0,1.87,21,4,16.48,12.76,29.24
27.65,0.0,25.61,56.78,2.23,0.0,3.43,22,4,0.0,0.0,0.0
25.32,0.0,43.68,75.41,8.14,0.0,3.46,23,4,0.0,438.2,438.2
27.0,0.0,26.95,64.52,2.02,0.0,2.53,0,4,0.0,7.47,7.47
24.01,0.0,15.72,57.51,3.89,0.0,1.73,1,4,48.06,27.02,75.08
24.16,0.0,31.39,73.42,1.36,0.0,1.86,2,4,18.64,0.0,18.64
23.21,0.0,34.47,80.64,10.08,0.0,2.34,3,4,0.0,1028.47,1028.47
26.94,0.0,20.87,67.49,4.05,0.0,0.0,4,4,0.0,28.67,28.67
24.35,0.0,16.32,68.25,5.84,0.0,1.35,5,4,42.42,115.48,157.9
28.38,2.9,24.51,79.82,4.09,0.0,0.02,6,4,0.0,34.43,34.43
27.88,230.93,28.9,75.14,5.75,0.0,0.08,7,4,718.39,89.41,807.8
28.59,443.29,34.63,70.86,3.93,0.0,0.38,8,4,1381.08,10.3,1391.38
29.72,619.62,39.05,47.25,3.45,0.0,2.35,9,4,1757.4,0.0,1757.4
31.05,739.24,30.23,56.16,3.51,0.0,1.23,10,4,2098.0,0.0,2098.0
28.77,912.35,19.67,62.77,0.5,0.0,2.09,11,4,2575.79,0.0,2575.79
32.28,834.72,33.46,63.97,3.06,0.0,2.25,12,4,2374.74,0.0,2374.74
34.76,908.05,19.38,64.45,7.84,0.0,0.74,13,4,2589.45,352.79,2942.24
33.92,809.63,10.71,49.96,4.77,0.0,0.69,14,4,2293.71,0.0,2293.71
32.06,654.94,17.32,65.17,7.14,0.0,1.05,15,4,1882.42,217.12,2099.54
33.91,457.21,23.68,48.99,2.13,0.0,2.12,16,4,1283.85,6.52,1290.37
36.05,248.38,29.96,61.43,3.7,0.0,3.32,17,4,720.51,0.0,720.51
34.57,0.0,21.87,48.69,0.84,0.0,0.0,18,4,40.53,7.27,47.8
31.57,0.0,31.5,71.06,4.78,0.0,3.34,19,4,0.0,31.59,31.59
31.88,0.0,26.42,62.77,5.57,0.0,3.06,20,4,11.76,71.87,83.64
28.61,0.0,23.4,61.59,5.28,0.0,1.02,21,4,0.0,54.8,54.8
25.31,0.0,8.45,71.05,1.36,0.0,1.95,22,4,0.0,3.86,3.86
25.28,0.0,6.29,63.43,2.4,0.0,2.23,23,4,14.71,3.05,17.77
28.07,0.0,10.29,65.5,4.65,0.0,2.18,0,4,0.0,10.76,10.76
24.52,0.0,19.69,61.59,5.37,0.0,1.99,1,4,10.37,55.44,65.81
24.06,0.0,13.94,72.5,2.55,0.0,3.09,2,4,0.0,17.39,17.39
23.81,0.0,24.52,68.41,3.25,0.0,1.21,3,4,36.21,4.33,40.54
27.29,0.0,11.65,64.61,2.96,0.0,2.91,4,4,0.0,14.83,14.83
27.37,0.0,20.54,65.82,0.5,0.0,2.16,5,4,0.0,20.36,20.36
29.05,0.0,8.28,57.02,4.17,0.0,1.26,6,4,20.07,16.12,36.19
26.52,259.47,12.82,83.8,4.73,0.0,1.64,7,4,791.96,38.1,830.06
28.41,396.97,35.97,63.28,2.56,0.0,0.0,8,4,1176.59,4.84,1181.42
26.98,577.26,39.32,75.41,4.86,0.0,3.44,9,4,1644.02,27.76,1671.78
32.77,835.47,15.77,50.36,2.37,0.0,1.56,10,4,2356.8,9.02,2365.82
30.01,915.17,17.38,44.96,5.05,0.0,1.54,11,4,2583.92,44.3,2628.22
33.12,903.36,22.5,61.31,3.52,0.0,1.13,12,4,2588.68,9.77,2598.44
31.94,697.8,53.6,69.2,6.45,0.0,3.43,13,4,1930.8,121.71,2052.51
33.21,743.53,25.07,68.87,3.99,0.0,1.48,14,4,2129.1,0.0,2129.1
33.0,650.61,13.04,66.87,2.03,0.0,2.34,15,4,1805.04,0.0,1805.04
33.18,370.9,48.53,57.5,5.91,0.0,0.14,16,4,1066.23,100.78,1167.01
32.78,206.48,8.04,64.27,5.52,0.0,4.34,17,4,558.89,76.75,635.64
31.97,0.0,23.57,55.54,1.33,0.0,1.36,18,4,9.85,9.74,19.59
33.01,0.0,51.06,54.49,1.0,0.0,0.35,19,4,0.0,0.0,0.0
28.9,0.0,11.04,66.08,1.72,0.0,2.69,20,4,13.68,12.6,26.28
29.59,0.0,24.51,65.39,6.15,0.0,1.81,21,4,0.0,103.84,103.84
29.79,0.0,23.58,59.01,2.8,0.0,2.47,22,4,0.0,3.15,3.15
25.99,0.0,68.02,69.27,3.77,0.0,3.62,23,4,0.0,13.87,13.87
24.74,0.0,38.06,78.44,4.32,0.0,1.36,0,4,0.0,16.63,16.63
24.68,0.0,44.32,62.29,5.25,0.0,1.84,1,4,11.25,58.92,70.17
26.29,0.0,31.49,72.83,5.99,0.0,1.97,2,4,1.81,97.27,99.08
24.65,0.0,39.04,58.51,3.83,0.0,1.13,3,4,33.86,16.2,50.06
23.73,0.0,22.92,57.08,3.3,0.0,2.7,4,4,0.0,0.0,0.0
25.75,0.0,30.42,70.52,2.1,0.0,1.04,5,4,10.38,0.0,10.38
24.17,0.0,8.86,69.48,4.35,0.0,2.81,6,4,0.0,15.26,15.26
27.88,235.24,4.95,66.47,4.02,0.0,2.6,7,4,655.86,0.0,655.86
28.67,293.86,73.61,65.39,2.64,0.0,1.66,8,4,836.84,22.45,859.29
28.89,445.65,62.85,71.98,3.46,0.0,1.45,9,4,1271.78,5.51,1277.3
29.39,628.92,48.85,67.99,5.22,0.0,1.42,10,4,1826.34,55.28,1881.63
30.52,847.75,34.3,66.12,4.47,0.0,3.05,11,4,2389.95,13.87,2403.81
33.69,546.84,71.08,69.64,3.65,0.0,3.74,12,4,1470.04,11.23,1481.27
35.53,870.99,25.85,63.59,2.54,0.0,1.71,13,4,2403.14,10.27,2413.41
33.23,600.5,61.51,60.56,4.73,0.0,1.33,14,4,1726.51,24.76,1751.26
35.04,563.32,45.4,65.39,4.47,0.0,1.99,15,4,1587.53,9.44,1596.96
31.05,388.96,42.89,59.53,3.52,0.0,1.98,16,4,1144.29,0.0,1144.29
32.81,231.95,31.47,57.64,2.35,0.0,2.14,17,4,640.01,15.51,655.52
32.84,11.02,48.41,70.11,1.97,0.0,2.04,18,4,34.89,0.0,34.89
30.49,0.0,9.77,60.59,2.9,0.0,2.46,19,4,0.54,0.0,0.54
29.24,0.0,46.48,67.15,6.96,0.0,2.94,20,4,27.46,192.59,220.04
28.35,0.0,46.63,67.79,5.33,0.0,2.44,21,4,21.99,47.05,69.03
28.5,0.0,58.34,66.04,6.7,0.0,3.34,22,4,0.0,171.83,171.83
26.57,0.0,43.9,81.52,6.12,0.0,3.46,23,4,3.38,110.32,113.69
22.56,0.0,34.22,70.95,3.53,0.0,1.8,0,4,0.0,4.18,4.18
21.94,0.0,41.72,86.86,3.91,0.0,2.11,1,4,0.0,0.0,0.0
23.71,0.0,27.48,61.95,1.94,0.0,2.62,2,4,0.0,10.02,10.02
25.13,0.0,19.54,68.46,5.08,0.0,3.58,3,4,0.0,22.5,22.5
20.5,0.0,26.73,72.49,3.33,0.0,2.05,4,4,0.0,0.0,0.0
24.37,0.0,15.47,75.96,1.89,0.0,4.3,5,4,20.57,0.0,20.57
25.12,12.66,31.7,58.0,1.42,0.0,1.71,6,4,8.85,33.37,42.22
29.03,216.54,41.66,67.22,4.91,0.0,1.6,7,4,622.38,40.05,662.43
27.58,499.75,8.79,73.31,3.65,0.0,0.87,8,4,1457.01,0.0,1457.01
30.02,618.22,32.88,60.36,0.5,0.0,2.65,9,4,1723.93,5.69,1729.63
30.95,822.7,17.52,56.88,5.94,0.0,1.73,10,4,2351.87,93.6,2445.46
28.75,721.99,43.18,59.59,4.42,0.0,2.27,11,4,2104.72,10.47,2115.19
34.14,840.91,32.48,61.99,0.89,0.0,1.99,12,4,2325.78,0.0,2325.78
34.1,798.58,33.66,45.39,2.71,0.0,2.43,13,4,2267.02,3.08,2270.1
35.04,834.99,6.0,46.48,5.09,0.0,3.05,14,4,2282.24,37.14,2319.38
40.34,636.3,21.0,51.26,1.11,0.0,2.32,15,4,1794.3,9.49,1803.8
31.15,460.0,29.71,66.29,5.2,0.0,2.16,16,4,1294.46,26.08,1320.54
36.37,236.77,39.8,57.56,3.77,0.0,1.59,17,4,660.09,0.0,660.09
32.55,12.86,27.22,64.75,5.56,0.0,4.17,18,4,0.0,69.93,69.93
32.38,0.0,32.94,51.77,6.26,0.0,2.87,19,4,35.58,127.68,163.26
30.67,0.0,4.88,48.2,5.44,0.0,0.84,20,4,0.0,72.34,72.34
28.81,0.0,26.47,71.49,1.28,0.0,1.49,21,4,0.0,0.0,0.0
27.3,0.0,59.9,56.1,3.53,0.0,3.44,22,4,24.37,0.0,24.37
27.44,0.0,36.17,70.19,2.79,0.0,1.77,23,4,58.42,0.0,58.42
23.73,0.0,18.99,55.89,3.79,0.0,2.41,0,4,22.98,6.38,29.35
26.34,0.0,32.98,72.81,8.27,0.0,2.51,1,4,0.0,430.25,430.25
24.09,0.0,23.29,70.08,1.64,0.0,1.95,2,4,0.0,8.84,8.84
22.85,0.0,37.26,79.91,6.37,0.0,3.01,3,4,0.0,150.92,150.92
24.04,0.0,42.88,76.5,9.75,0.0,2.23,4,4,18.98,911.7,930.68
27.1,0.0,37.15,63.72,9.66,0.0,2.62,5,4,0.0,839.6,839.6
25.2,0.0,35.22,64.38,5.68,0.0,1.67,6,4,0.0,84.84,84.84
27.58,249.54,21.45,68.44,3.56,0.0,0.32,7,4,753.16,35.2,788.36
27.15,441.43,16.88,62.41,1.99,0.0,1.62,8,4,1301.59,0.0,1301.59
30.68,581.34,35.72,35.97,4.36,0.0,1.8,9,4,1636.38,22.67,1659.05
31.86,833.94,12.39,58.52,4.37,0.0,2.52,10,4,2335.95,6.05,2342.0
34.81,845.66,25.4,50.34,2.78,0.0,3.17,11,4,2271.97,0.0,2271.97
32.81,752.46,45.28,55.34,4.41,0.0,3.03,12,4,2094.79,11.58,2106.38
34.87,597.85,66.98,59.53,1.58,0.0,3.08,13,4,1643.79,0.69,1644.48
34.52,616.42,49.05,67.51,4.51,0.0,1.53,14,4,1704.44,22.57,1727.02
36.48,517.19,48.51,69.92,6.78,0.0,1.97,15,4,1392.7,188.07,1580.77
33.29,503.94,6.17,62.97,3.6,0.0,2.55,16,4,1410.75,19.73,1430.48
34.99,216.82,35.18,52.25,5.41,0.0,4.44,17,4,569.67,58.88,628.55
32.78,0.0,39.08,67.41,4.52,0.0,5.55,18,4,11.15,6.34,17.5
31.94,0.0,18.68,48.58,0.5,0.0,1.92,19,4,0.0,1.52,1.52
30.97,0.0,26.58,56.31,1.62,0.0,1.41,20,4,17.75,0.0,17.75
29.92,0.0,36.23,61.26,5.49,0.0,1.35,21,4,2.06,103.89,105.95
28.07,0.0,16.21,49.91,0.91,0.0,1.59,22,4,0.0,0.0,0.0
27.36,0.0,51.03,68.14,7.96,0.0,3.73,23,4,0.0,399.46,399.46
28.46,0.0,42.58,58.27,6.74,0.0,3.37,0,5,0.0,186.0,186.0
26.78,0.0,26.65,68.83,3.02,0.0,0.56,1,5,0.0,0.0,0.0
26.11,0.0,51.19,65.55,2.74,0.0,0.91,2,5,0.0,22.75,22.75
23.95,0.0,8.67,63.53,4.38,0.0,3.58,3,5,51.63,7.85,59.48
23.47,0.0,17.82,62.85,4.38,0.0,4.71,4,5,50.18,4.0,54.19
26.73,0.0,35.85,66.53,1.37,0.0,3.66,5,5,0.0,0.0,0.0
27.41,0.0,52.38,71.91,2.22,0.0,1.77,6,5,0.0,16.49,16.49
29.34,209.13,32.3,69.34,4.53,0.0,1.85,7,5,644.25,19.33,663.57
27.43,432.05,39.11,68.43,5.72,0.0,2.94,8,5,1229.95,99.38,1329.33
29.29,719.3,9.05,68.44,2.08,0.0,3.43,9,5,2047.46,2.12,2049.58
28.47,704.68,39.09,65.44,4.95,0.0,3.14,10,5,2041.3,59.01,2100.31
31.54,716.78,50.39,55.89,6.43,0.0,0.76,11,5,2075.51,139.45,2214.96
34.66,697.1,56.67,68.64,1.59,0.0,2.85,12,5,1935.26,11.5,1946.77
33.26,922.67,16.57,53.84,3.42,0.0,3.06,13,5,2586.68,0.0,2586.68
35.42,796.58,19.96,69.1,6.2,0.0,3.3,14,5,2171.52,109.2,2280.72
34.35,582.76,27.07,62.88,3.06,0.0,2.47,15,5,1659.11,10.52,1669.63
34.95,356.54,53.16,55.04,2.52,0.0,4.7,16,5,958.18,8.41,966.59
32.24,273.3,3.77,50.03,5.27,0.0,2.97,17,5,821.62,55.76,877.38
33.29,0.0,9.3,61.74,3.22,0.0,1.46,18,5,0.97,0.0,0.97
27.64,0.0,16.28,65.45,4.98,0.0,2.54,19,5,21.42,45.74,67.16
30.65,0.0,28.16,71.93,1.65,0.0,2.38,20,5,0.0,0.15,0.15
27.19,0.0,26.02,58.07,4.04,0.0,0.95,21,5,0.0,1.9,1.9
30.15,0.0,19.21,71.28,3.11,0.0,1.23,22,5,29.75,5.59,35.34
28.3,0.0,10.34,76.84,10.95,0.0,4.03,23,5,33.05,1401.16,1434.22
26.89,0.0,36.51,60.98,4.26,0.0,2.31,0,5,0.0,19.89,19.89
27.67,0.0,26.68,71.7,4.82,0.0,4.72,1,5,0.0,14.83,14.83
23.47,0.0,27.21,82.07,1.69,0.0,2.48,2,5,10.1,0.0,10.1
27.34,0.0,53.69,77.08,9.88,0.0,3.73,3,5,0.0,945.43,945.43
26.29,0.0,25.73,75.87,1.03,0.0,3.86,4,5,21.58,0.0,21.58
25.04,0.0,28.05,82.72,1.22,0.0,3.33,5,5,0.0,1.88,1.88
27.89,0.0,32.55,66.07,1.26,0.0,2.29,6,5,50.69,0.0,50.69
25.56,209.36,34.72,67.97,6.43,0.0,4.15,7,5,574.22,150.2,724.41
27.19,472.23,17.53,78.93,5.14,0.0,1.88,8,5,1365.86,51.84,1417.7
28.81,425.91,65.28,45.55,8.55,0.0,3.11,9,5,1207.22,488.59,1695.8
30.22,835.8,10.74,60.46,1.18,0.0,4.33,10,5,2338.06,0.0,2338.06
30.64,781.18,46.03,55.71,4.88,0.0,3.62,11,5,2129.24,18.64,2147.88
35.09,804.93,40.87,57.22,3.93,0.0,2.47,12,5,2235.29,21.02,2256.31
33.66,854.25,24.08,61.94,4.54,0.0,2.21,13,5,2360.57,0.0,2360.57
35.08,754.03,26.47,61.6,3.82,0.0,3.94,14,5,2068.61,0.0,2068.61
33.87,717.86,8.01,58.99,4.77,0.0,4.4,15,5,1931.29,46.44,1977.73
